STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
Total (All India),2008,Unemployment,1,857,777,242,5,1882,2,120,63,13,0,198,2080
Total (All India),2008,Causes Not known,341,4628,4759,2943,1024,13695,309,2816,1983,936,385,6429,20124
Total (All India),2008,Other Causes (Please Specify),368,3982,4759,2808,753,12670,249,2474,2026,942,307,5998,18668
Total (All India),2008,Total,1165,24396,29519,18819,6645,80544,1216,20256,14043,6373,2585,44473,125017
Total (All India),2008,Total Illness,108,4177,5995,4953,2600,17833,159,3200,3155,2035,1176,9725,27558
Total (All India),2009,Bankruptcy or Sudden change in Economic Status,5,450,1232,859,235,2781,11,126,153,74,17,381,3162
Total (All India),2009,Suspected/Illicit Relation,3,228,197,66,6,500,12,383,229,42,14,680,1180
Total (All India),2009,Cancellation/Non-Settlement of Marriage,2,283,162,24,4,475,3,398,111,12,4,528,1003
Total (All India),2009,Not having Children (Barrenness/Impotency),0,40,107,62,7,216,4,206,204,43,7,464,680
Total (All India),2009,Illness (Aids/STD),1,129,197,106,59,492,3,60,70,40,12,185,677
Total (All India),2009,Cancer,0,61,136,223,171,591,4,31,71,94,50,250,841
Total (All India),2009,Paralysis,5,69,120,154,169,517,2,30,45,55,67,199,716
Total (All India),2009,Insanity/Mental Illness,65,1529,1837,1413,572,5416,43,969,1055,667,319,3053,8469
Total (All India),2009,Other Prolonged Illness,70,2013,3168,3184,1936,10371,81,1818,1728,1200,830,5657,16028
Total (All India),2009,Death of Dear Person,6,119,177,94,64,460,14,155,106,47,21,343,803
Total (All India),2009,Dowry Dispute,1,29,33,11,0,74,10,2053,733,44,7,2847,2921
Total (All India),2009,Divorce,1,50,63,37,1,152,2,60,81,31,5,179,331
Total (All India),2009,Drug Abuse/Addiction,7,682,1244,751,160,2844,2,29,37,18,12,98,2942
Total (All India),2009,Failure in Examination,146,872,74,15,0,1107,145,719,33,6,0,903,2010
Total (All India),2009,Fall in Social Reputation,3,180,260,173,56,672,11,184,161,79,16,451,1123
Total (All India),2009,Family Problems,164,5437,7259,4262,1319,18441,182,5194,3956,1773,536,11641,30082
Total (All India),2009,Ideological Causes/Hero Worshipping,1,21,17,76,1,116,0,9,2,1,0,12,128
Total (All India),2009,Illegitimate Pregnancy,0,0,0,0,0,0,6,91,39,5,0,141,141
Total (All India),2009,Love Affairs,34,1415,431,43,4,1927,92,1360,320,11,1,1784,3711
Total (All India),2009,"Physical Abuse (Rape,Incest Etc.)",3,48,23,13,8,95,8,137,55,19,6,225,320
Total (All India),2009,Poverty,25,518,902,677,186,2308,11,216,231,158,63,679,2987
Total (All India),2009,Professional/Career Problem,0,290,502,359,61,1212,0,53,61,26,2,142,1354
Total (All India),2009,Property Dispute,0,184,442,357,80,1063,0,69,89,49,13,220,1283
Total (All India),2009,Unemployment,9,986,816,326,28,2165,3,142,112,37,13,307,2472
Total (All India),2009,Causes Not known,480,4269,5230,3176,1179,14334,323,2890,2196,1096,474,6979,21313
Total (All India),2009,Other Causes (Please Specify),470,3844,4706,3135,987,13142,478,2792,2275,1380,407,7332,20474
Total (All India),2009,Total,1501,23746,29335,19596,7293,81471,1450,20174,14153,7007,2896,45680,127151
Total (All India),2009,Total Illness,141,3801,5458,5080,2907,17387,133,2908,2969,2056,1278,9344,26731
Total (All India),2010,Bankruptcy or Sudden change in Economic Status,2,454,984,752,203,2395,4,86,132,67,25,314,2709
Total (All India),2010,Suspected/Illicit Relation,5,242,252,64,9,572,17,439,267,40,1,764,1336
Total (All India),2010,Cancellation/Non-Settlement of Marriage,1,319,170,19,1,510,0,375,125,16,1,517,1027
Total (All India),2010,Not having Children (Barrenness/Impotency),0,47,79,50,13,189,4,217,204,44,8,477,666
Total (All India),2010,Illness (Aids/STD),3,102,152,97,27,381,1,55,63,28,17,164,545
Total (All India),2010,Cancer,0,43,150,247,120,560,1,44,89,97,37,268,828
Total (All India),2010,Paralysis,1,32,103,147,112,395,0,39,41,60,47,187,582
Total (All India),2010,Insanity/Mental Illness,83,1651,2111,1607,673,6125,86,1162,1077,669,346,3340,9465
Total (All India),2010,Other Prolonged Illness,84,2380,3299,3285,2023,11071,163,1880,1718,1314,898,5973,17044
Total (All India),2010,Death of Dear Person,72,152,165,136,69,594,20,184,126,63,48,441,1035
Total (All India),2010,Dowry Dispute,1,33,37,7,2,80,4,2122,838,43,6,3013,3093
Total (All India),2010,Divorce,0,49,46,15,3,113,0,77,75,25,0,177,290
Total (All India),2010,Drug Abuse/Addiction,6,741,1398,861,232,3238,3,33,32,27,10,105,3343
Total (All India),2010,Failure in Examination,159,1115,62,11,3,1350,158,942,28,1,0,1129,2479
Total (All India),2010,Fall in Social Reputation,10,294,286,199,54,843,7,233,170,55,14,479,1322
Total (All India),2010,Family Problems,193,5755,7617,4756,1507,19828,190,5559,3831,1818,630,12028,31856
Total (All India),2010,Ideological Causes/Hero Worshipping,0,27,17,7,3,54,1,27,14,4,2,48,102
Total (All India),2010,Illegitimate Pregnancy,0,0,0,0,0,0,7,105,40,1,0,153,153
Total (All India),2010,Love Affairs,37,1599,524,55,1,2216,98,1499,332,20,1,1950,4166
Total (All India),2010,"Physical Abuse (Rape,Incest Etc.)",2,37,25,12,1,77,13,127,62,20,2,224,301
Total (All India),2010,Poverty,21,558,885,712,214,2390,11,262,231,115,38,657,3047
Total (All India),2010,Professional/Career Problem,5,247,358,233,27,870,2,37,41,16,0,96,966
Total (All India),2010,Property Dispute,1,340,543,383,140,1407,1,169,178,115,29,492,1899
Total (All India),2010,Unemployment,10,872,784,242,39,1947,10,141,103,20,1,275,2222
Total (All India),2010,Causes Not known,455,4806,5444,3398,1323,15426,372,2881,2281,1255,470,7259,22685
Total (All India),2010,Other Causes (Please Specify),489,4492,4953,3473,1142,14549,317,2543,2304,1188,537,6889,21438
Total (All India),2010,Total,1640,26387,30444,20768,7941,87180,1490,21238,14402,7121,3168,47419,134599
Total (All India),2010,Total Illness,171,4208,5815,5383,2955,18532,251,3180,2988,2168,1345,9932,28464
Total (All India),2011,Bankruptcy or Sudden change in Economic Status,0,445,1055,917,262,2679,4,85,130,67,18,304,2983
Total (All India),2011,Suspected/Illicit Relation,6,313,272,117,16,724,15,388,230,34,4,671,1395
Total (All India),2011,Cancellation/Non-Settlement of Marriage,2,391,165,25,3,586,1,376,120,29,7,533,1119
Total (All India),2011,Not having Children (Barrenness/Impotency),0,63,132,43,8,246,1,197,215,45,3,461,707
Total (All India),2011,Illness (Aids/STD),2,49,154,61,42,308,4,28,58,36,17,143,451
Total (All India),2011,Cancer,0,31,107,191,107,436,1,11,43,86,47,188,624
Total (All India),2011,Paralysis,3,32,109,124,107,375,1,31,48,49,35,164,539
Total (All India),2011,Insanity/Mental Illness,34,1424,1944,1509,670,5581,58,1054,1091,709,309,3221,8802
Total (All India),2011,Other Prolonged Illness,79,2146,3177,3090,1865,10357,80,1965,1699,1179,874,5797,16154
Total (All India),2011,Death of Dear Person,7,133,152,124,46,462,16,182,142,62,32,434,896
Total (All India),2011,Dowry Dispute,0,48,72,18,1,139,2,2037,965,96,0,3100,3239
Total (All India),2011,Divorce,1,64,112,58,2,237,0,86,110,14,1,211,448
Total (All India),2011,Drug Abuse/Addiction,8,920,1503,877,220,3528,1,43,40,36,10,130,3658
Total (All India),2011,Failure in Examination,161,1112,54,9,1,1337,122,888,29,5,0,1044,2381
Total (All India),2011,Fall in Social Reputation,1,133,326,202,29,691,3,205,172,72,17,469,1160
Total (All India),2011,Family Problems,145,5987,7940,4850,1423,20345,199,5781,4222,1809,553,12564,32909
Total (All India),2011,Ideological Causes/Hero Worshipping,2,5,12,4,2,25,4,6,6,0,0,16,41
Total (All India),2011,Illegitimate Pregnancy,0,0,0,0,0,0,10,129,39,6,0,184,184
Total (All India),2011,Love Affairs,136,1745,554,47,1,2483,79,1629,335,59,1,2103,4586
Total (All India),2011,"Physical Abuse (Rape,Incest Etc.)",1,45,31,7,1,85,5,114,74,5,3,201,286
Total (All India),2011,Poverty,14,411,695,491,121,1732,9,176,221,119,25,550,2282
Total (All India),2011,Professional/Career Problem,3,257,450,260,34,1004,4,55,52,33,12,156,1160
Total (All India),2011,Property Dispute,0,255,444,371,65,1135,10,121,177,104,43,455,1590
Total (All India),2011,Unemployment,0,897,826,251,24,1998,3,172,107,50,3,335,2333
Total (All India),2011,Causes Not known,439,4756,5809,3288,1416,15708,359,2796,2298,1331,532,7316,23024
Total (All India),2011,Other Causes (Please Specify),530,4942,5305,3573,1288,15638,470,2855,2192,994,485,6996,22634
Total (All India),2011,Total,1574,26604,31400,20507,7754,87839,1461,21410,14815,7029,3031,47746,135585
Total (All India),2011,Total Illness,118,3682,5491,4975,2791,17057,144,3089,2939,2059,1282,9513,26570
Total (All India),2012,Bankruptcy or Sudden change in Economic Status,1,353,922,621,186,2083,2,69,97,62,44,274,2357
Total (All India),2012,Suspected/Illicit Relation,0,221,207,74,10,512,13,279,181,32,1,506,1018
Total (All India),2012,Cancellation/Non-Settlement of Marriage,0,238,144,28,7,417,0,267,98,23,5,393,810
Total (All India),2012,Not having Children (Barrenness/Impotency),1,32,92,40,7,172,1,193,190,46,3,433,605
Total (All India),2012,Illness (Aids/STD),3,55,150,145,44,397,2,34,38,34,20,128,525
Total (All India),2012,Cancer,0,49,105,158,96,408,0,28,58,57,36,179,587
Total (All India),2012,Paralysis,2,27,106,132,109,376,2,24,53,51,30,160,536
Total (All India),2012,Insanity/Mental Illness,29,1416,1732,1276,703,5156,38,943,772,541,319,2613,7769
Total (All India),2012,Other Prolonged Illness,59,2004,3108,2968,1948,10087,78,1854,1710,1178,792,5612,15699
Total (All India),2012,Death of Dear Person,3,97,145,99,83,427,10,144,123,75,40,392,819
Total (All India),2012,Dowry Dispute,1,21,15,4,0,41,2,1378,452,62,0,1894,1935
Total (All India),2012,Divorce,0,38,51,26,3,118,0,72,69,8,2,151,269
Total (All India),2012,Drug Abuse/Addiction,5,983,1618,1021,256,3883,3,35,47,33,7,125,4008
Total (All India),2012,Failure in Examination,122,990,44,6,0,1162,104,925,55,0,0,1084,2246
Total (All India),2012,Fall in Social Reputation,4,198,243,200,35,680,5,136,97,51,12,301,981
Total (All India),2012,Family Problems,141,5462,7541,4899,1494,19537,213,5122,3703,1674,543,11255,30792
Total (All India),2012,Ideological Causes/Hero Worshipping,5,50,26,17,3,101,1,39,23,8,4,75,176
Total (All India),2012,Illegitimate Pregnancy,0,0,0,0,0,0,1,70,18,4,0,93,93
Total (All India),2012,Love Affairs,26,1506,441,49,1,2023,82,1389,314,40,1,1826,3849
Total (All India),2012,"Physical Abuse (Rape,Incest Etc.)",2,17,27,18,23,87,9,106,56,20,3,194,281
Total (All India),2012,Poverty,13,468,681,537,105,1804,5,154,187,117,24,487,2291
Total (All India),2012,Professional/Career Problem,0,221,374,197,43,835,3,46,32,13,2,96,931
Total (All India),2012,Property Dispute,0,173,370,306,78,927,1,79,124,70,15,289,1216
Total (All India),2012,Unemployment,1,714,541,164,51,1471,2,126,83,44,5,260,1731
Total (All India),2012,Causes Not known,305,3843,4814,2801,1006,12769,255,2284,1565,917,386,5407,18176
Total (All India),2012,Other Causes (Please Specify),397,4222,4989,3411,1281,14300,362,2599,1984,1047,496,6488,20788
Total (All India),2012,Total,1120,23398,28486,19197,7572,79773,1194,18395,12129,6207,2790,40715,120488
Total (All India),2012,Total Illness,93,3551,5201,4679,2900,16424,120,2883,2631,1861,1197,8692,25116
A & N Islands,2013,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Suspected/Illicit Relation,0,0,1,0,0,1,0,0,0,0,0,0,1
A & N Islands,2013,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Cancer,0,0,0,0,1,1,0,0,0,0,0,0,1
A & N Islands,2013,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Insanity/Mental Illness,0,5,6,6,2,19,0,3,1,0,0,4,23
A & N Islands,2013,Other Prolonged Illness,0,3,1,3,7,14,0,2,2,1,1,6,20
A & N Islands,2013,Death of Dear Person,0,0,0,0,0,0,0,0,1,0,0,1,1
A & N Islands,2013,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Family Problems,0,1,0,1,0,2,0,0,0,0,0,0,2
A & N Islands,2013,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Love Affairs,0,11,1,0,0,12,1,4,0,0,0,5,17
A & N Islands,2013,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Unemployment,0,0,1,0,0,1,0,0,0,0,0,0,1
A & N Islands,2013,Causes Not known,2,5,5,5,1,18,0,6,0,1,0,7,25
A & N Islands,2013,Other Causes (Please Specity),2,10,14,13,4,43,1,7,7,2,0,17,60
A & N Islands,2013,Total,4,35,29,28,15,111,2,22,11,4,1,40,151
A & N Islands,2013,Total Illness,0,8,7,9,10,34,0,5,3,1,1,10,44
Andhra Pradesh,2013,Bankruptcy or Sudden change in Economic,1,177,441,237,34,890,1,32,63,44,14,154,1044
Andhra Pradesh,2013,Suspected/Illicit Relation,0,18,26,11,1,56,0,14,26,1,0,41,97
Andhra Pradesh,2013,Cancellation/Non-Settlement of Marriage,0,29,22,5,0,56,0,54,24,0,0,78,134
Andhra Pradesh,2013,Not having Children(Barrenness/Impotency,0,10,24,4,0,38,0,32,33,2,0,67,105
Andhra Pradesh,2013,Illness (Aids/STD),0,10,40,14,4,68,0,5,13,4,0,22,90
Andhra Pradesh,2013,Cancer,0,2,33,22,14,71,0,9,21,15,4,49,120
Andhra Pradesh,2013,Paralysis,0,5,15,51,58,129,0,2,22,23,14,61,190
Andhra Pradesh,2013,Insanity/Mental Illness,1,116,201,180,75,573,6,145,114,87,57,409,982
Andhra Pradesh,2013,Other Prolonged Illness,10,394,488,462,332,1686,18,415,293,225,202,1153,2839
Andhra Pradesh,2013,Death of Dear Person,0,13,15,12,10,50,0,8,11,8,10,37,87
Andhra Pradesh,2013,Dowry Dispute,0,0,0,1,0,1,0,64,29,4,0,97,98
Andhra Pradesh,2013,Divorce,0,5,6,4,0,15,0,10,14,4,1,29,44
Andhra Pradesh,2013,Drug Abuse/Addiction,0,54,103,95,16,268,0,0,6,6,2,14,282
Andhra Pradesh,2013,Failure in Examination,4,108,31,0,0,143,3,83,6,0,0,92,235
Andhra Pradesh,2013,Fall in Social Reputation,0,18,45,8,4,75,0,6,9,6,3,24,99
Andhra Pradesh,2013,Family Problems,11,494,682,369,104,1660,7,442,355,111,36,951,2611
Andhra Pradesh,2013,Ideological Causes/Hero Worshipping,0,5,3,0,0,8,0,1,0,0,0,1,9
Andhra Pradesh,2013,Illegitimate Pregnancy,0,0,0,0,0,0,0,4,0,0,0,4,4
Andhra Pradesh,2013,Love Affairs,4,157,33,6,0,200,6,91,13,0,0,110,310
Andhra Pradesh,2013,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,4,2,0,0,6,6
Andhra Pradesh,2013,Poverty,0,160,216,211,38,625,0,55,74,38,12,179,804
Andhra Pradesh,2013,Professional/Career Problem,1,82,60,38,6,187,0,10,12,9,0,31,218
Andhra Pradesh,2013,Property Dispute,0,45,37,22,0,104,0,6,14,5,0,25,129
Andhra Pradesh,2013,Unemployment,0,88,37,11,0,136,0,17,20,0,0,37,173
Andhra Pradesh,2013,Causes Not known,10,294,336,226,41,907,7,132,105,31,15,290,1197
Andhra Pradesh,2013,Other Causes (Please Specity),26,563,754,450,163,1956,33,282,221,151,57,744,2700
Andhra Pradesh,2013,Total,68,2847,3648,2439,900,9902,81,1923,1500,774,427,4705,14607
Andhra Pradesh,2013,Total Illness,11,527,777,729,483,2527,24,576,463,354,277,1694,4221
Arunachal Pradesh,2013,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2013,Suspected/Illicit Relation,0,1,2,0,0,3,0,2,0,0,0,2,5
Arunachal Pradesh,2013,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,1,0,0,0,1,1
Arunachal Pradesh,2013,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2013,Illness (Aids/STD),0,0,2,1,0,3,0,0,0,0,0,0,3
Arunachal Pradesh,2013,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2013,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2013,Insanity/Mental Illness,0,1,0,2,0,3,0,0,0,0,0,0,3
Arunachal Pradesh,2013,Other Prolonged Illness,0,1,9,6,1,17,0,1,3,1,0,5,22
Arunachal Pradesh,2013,Death of Dear Person,2,0,2,1,0,5,0,0,0,1,0,1,6
Arunachal Pradesh,2013,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2013,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2013,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,1,0,0,1,1
Arunachal Pradesh,2013,Failure in Examination,0,0,0,0,0,0,0,1,0,0,0,1,1
Arunachal Pradesh,2013,Fall in Social Reputation,0,0,2,0,0,2,0,0,0,0,0,0,2
Arunachal Pradesh,2013,Family Problems,1,5,8,7,2,23,0,8,3,1,0,12,35
Arunachal Pradesh,2013,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2013,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2013,Love Affairs,0,1,0,0,0,1,0,2,0,0,0,2,3
Arunachal Pradesh,2013,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2013,Poverty,0,0,1,0,0,1,0,0,0,0,0,0,1
Arunachal Pradesh,2013,Professional/Career Problem,0,1,0,0,0,1,0,0,0,0,0,0,1
Arunachal Pradesh,2013,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2013,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2013,Causes Not known,1,31,14,9,2,57,3,6,8,0,0,17,74
Arunachal Pradesh,2013,Other Causes (Please Specity),3,15,25,7,5,55,1,10,4,0,1,16,71
Arunachal Pradesh,2013,Total,7,56,65,33,10,171,4,31,19,3,1,58,229
Arunachal Pradesh,2013,Total Illness,0,2,11,9,1,23,0,1,3,1,0,5,28
Assam,2013,Bankruptcy or Sudden change in Economic,1,8,5,4,0,18,0,5,0,2,0,7,25
Assam,2013,Suspected/Illicit Relation,0,5,8,1,0,14,0,6,4,1,0,11,25
Assam,2013,Cancellation/Non-Settlement of Marriage,0,1,0,0,0,1,0,2,0,0,0,2,3
Assam,2013,Not having Children(Barrenness/Impotency,0,1,0,0,0,1,0,0,1,0,0,1,2
Assam,2013,Illness (Aids/STD),0,0,0,0,0,0,0,0,2,4,0,6,6
Assam,2013,Cancer,0,5,15,19,0,39,0,0,2,2,0,4,43
Assam,2013,Paralysis,0,0,1,1,0,2,0,0,0,0,0,0,2
Assam,2013,Insanity/Mental Illness,0,11,8,6,0,25,0,2,1,1,1,5,30
Assam,2013,Other Prolonged Illness,1,40,88,67,5,201,0,12,23,16,0,51,252
Assam,2013,Death of Dear Person,0,6,14,8,0,28,0,3,0,0,0,3,31
Assam,2013,Dowry Dispute,0,0,0,0,0,0,0,0,2,0,0,2,2
Assam,2013,Divorce,0,0,0,0,0,0,0,2,3,2,0,7,7
Assam,2013,Drug Abuse/Addiction,0,2,2,2,0,6,0,0,0,0,0,0,6
Assam,2013,Failure in Examination,0,98,9,6,0,113,1,48,5,0,0,54,167
Assam,2013,Fall in Social Reputation,0,15,30,13,1,59,0,4,3,4,0,11,70
Assam,2013,Family Problems,0,79,125,73,1,278,0,35,49,19,0,103,381
Assam,2013,Ideological Causes/Hero Worshipping,0,2,0,3,0,5,0,0,0,0,0,0,5
Assam,2013,Illegitimate Pregnancy,0,0,0,0,0,0,0,5,4,0,0,9,9
Assam,2013,Love Affairs,0,230,188,17,0,435,1,157,57,0,0,215,650
Assam,2013,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,2,0,0,2,2
Assam,2013,Poverty,0,22,84,43,1,150,0,6,24,12,0,42,192
Assam,2013,Professional/Career Problem,0,0,0,4,0,4,0,0,0,2,0,2,6
Assam,2013,Property Dispute,0,28,58,42,1,129,0,2,20,15,0,37,166
Assam,2013,Unemployment,0,0,38,105,3,146,0,0,0,0,0,0,146
Assam,2013,Causes Not known,8,242,376,147,15,788,2,72,171,90,12,347,1135
Assam,2013,Other Causes (Please Specity),1,28,41,43,3,116,3,38,20,13,0,74,190
Assam,2013,Total,11,823,1090,604,30,2558,7,399,393,183,13,995,3553
Assam,2013,Total Illness,1,56,112,93,5,267,0,14,28,23,1,66,333
Bihar,2013,Bankruptcy or Sudden change in Economic,0,1,2,1,0,4,0,0,0,0,1,1,5
Bihar,2013,Suspected/Illicit Relation,2,5,5,2,1,15,3,8,2,1,0,14,29
Bihar,2013,Cancellation/Non-Settlement of Marriage,0,1,0,0,0,1,0,2,1,1,0,4,5
Bihar,2013,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,1,1,0,0,2,2
Bihar,2013,Illness (Aids/STD),0,0,1,0,0,1,0,0,0,0,0,0,1
